20.20933	 1.89840	92.96400	45.45360	66.23178	
 2.16013	29.61819	41.75810	94.25670	66.37500	
16.66702	26.69894	35.93273	91.72937	58.15996	
68.73400	 1.27712	96.28600	22.63749	 8.06410	
21.28739	51.38700	 1.75986	45.03958	31.06600	
74.48831	92.64834	37.96400	 5.10858	52.28590	
90.15600	52.18045	18.48118	 9.06462	84.15261	
24.67277	84.93290	57.58319	11.60930	54.99118	
72.23800	35.44537	 1.18157	34.62979	32.72334	
 8.60751	90.08775	41.85530	12.10375	44.52410	
74.66504	68.82079	53.11890	32.37566	31.09800	
91.66700	62.69629	79.05300	78.33060	56.55050	
16.45590	66.45374	90.51947	46.51140	45.69390	
53.06855	87.24421	72.95776	68.84506	72.34140	
84.46668	48.91280	82.31100	97.30406	60.46900	
31.85950	79.49484	49.40789	28.33890	96.92585	
51.32373	52.33079	20.09874	29.99873	45.71400	
89.52390	31.95980	27.07313	94.94538	19.92360	
 5.38911	11.63100	83.42423	58.32996	38.18344	
12.88512	87.22909	31.84010	72.63400	77.34200	
41.59584	 5.79581	67.95200	95.24900	92.21727	
90.90543	38.79900	90.29877	39.55820	29.06705	
91.51602	31.39733	92.89705	21.62221	43.39870	
40.68715	99.72062	26.52433	20.80017	66.84900	
87.51090	88.72546	19.40641	 8.28822	39.46818	
72.81798	 1.47489	54.76350	 5.83400	53.92080	
13.69300	81.90580	99.56754	37.86316	31.53060	
22.08257	84.33197	23.41100	82.41854	64.78063	
32.27200	49.12644	41.47200	43.80700	26.87679	
81.67187	29.43112	46.10430	43.66691	61.04400	
25.55217	88.54845	99.54275	78.66012	41.16468	
49.35972	45.99669	14.10658	56.16953	54.53231	
20.75990	23.50300	60.89273	43.26301	39.86311	
23.93590	52.64665	82.93500	31.75660	50.48900	
59.02360	22.29857	94.82937	17.74468	28.82600	
50.26668	40.88471	16.24430	 5.74216	26.65320	
76.33600	 1.24972	88.15500	73.64422	37.78486	
62.46192	21.08413	 8.84479	62.83161	39.29162	
67.91144	83.71504	76.93692	42.82140	65.53188	
67.93520	30.67181	12.28367	75.51200	80.98246	
40.39441	81.85899	38.37919	39.18140	21.58698	
58.20563	70.59800	70.43255	66.03300	92.30557	
70.27599	93.71101	92.28030	47.30843	67.93100	
39.91546	94.92934	98.23473	37.37519	55.11746	
 1.09929	83.88030	14.17600	62.21600	75.24415	
85.31996	30.52500	76.85573	 8.01652	53.15990	
63.60412	33.91467	65.40600	91.93400	60.37100	
22.22570	94.82899	35.92756	25.07516	10.61330	
73.39450	52.95700	81.36253	70.66935	83.24925	
16.20418	21.00200	12.98389	26.71030	 4.63776	
85.93730	98.31445	49.36456	64.69231	98.04600	
34.71629	36.34300	35.53946	85.91018	41.80289	
88.59600	82.28794	24.81914	67.51289	50.98011	
11.79111	70.29870	17.27395	74.26803	59.34720	
85.71191	10.10600	 4.94362	98.62277	25.65480	
 4.51177	71.89300	44.00173	80.39992	11.03980	
24.67427	61.55440	 5.91033	11.60005	12.63835	
34.29254	96.69309	47.22946	12.66584	61.37241	
70.76450	11.17910	38.88147	72.48722	74.03232	
33.82241	35.90636	20.85302	68.03596	26.25762	
 4.80258	68.67967	45.07355	82.08800	58.51977	
43.69910	74.90185	78.33692	47.16135	86.29372	
43.03189	92.79300	38.57167	 3.62100	54.65002	
69.57800	 0.23674	 3.72740	64.01680	24.25788	
47.40450	67.15000	57.96700	26.28460	84.65299	
66.85430	29.76099	 5.14882	45.40700	 9.71660	
97.21920	36.33754	50.73540	69.48899	12.92194	
12.78559	64.76407	18.02746	15.71490	40.86900	
 4.00611	22.53850	82.99100	57.83971	51.39740	
64.70110	46.86053	35.51458	12.23998	41.38197	
86.36687	56.90434	87.70250	59.68994	32.67265	
93.58950	59.15255	67.46100	26.67940	29.19102	
53.51455	 5.73471	58.24440	63.23570	26.94500	
58.79607	61.52507	57.10593	78.52754	44.43783	
70.02200	97.92590	79.53354	62.24300	37.22165	
67.33766	61.69780	31.40249	41.29108	40.46715	
26.49865	40.20244	16.64830	44.82566	 4.07549	
57.91226	65.42750	65.25050	58.24400	 7.04727	
53.02941	83.75204	34.69377	60.28472	19.45300	
71.36060	64.72000	79.61324	70.28826	78.32907	
38.74300	23.34909	98.55329	38.87800	90.08909	
30.72627	78.55947	13.14781	80.64329	96.66340	
30.22611	36.20381	30.53053	57.63700	82.17400	
29.82065	85.29300	 9.95791	 0.40736	91.17392	
53.26640	36.86294	75.82669	79.17007	35.45771	
10.58609	79.56236	86.49892	52.93829	19.81164	
60.67094	70.89400	 9.17370	62.96260	12.70700	
23.42800	69.73521	35.86100	38.27000	80.29676	
14.21290	32.17816	27.67968	58.97726	53.38266	
 4.87560	85.38033	 7.59259	20.64838	30.06965	
 0.44045	70.75600	27.32327	67.10663	29.37937	
72.07900	63.69426	90.63994	 1.71012	97.97620	
85.15440	79.02391	91.49460	70.85530	25.36590	
24.97870	71.87408	38.80874	50.37641	84.17380	
82.68508	19.08262	34.28058	74.37900	95.43296	
95.36686	 0.25745	74.52204	92.88505	99.05400	
42.66048	92.07800	64.42034	69.27100	75.88264	
28.01000	33.72590	29.69580	21.87112	73.30685	
53.51892	 4.33553	72.19830	 2.97870	52.14203	
79.88930	86.49242	 0.74554	14.44900	53.35240	
