   0041.491,      33.29017465, 0004.288, 0067.26737,00022.750446
      0000018.528,      036.8180928,  00035.935,     97.6255415,    0000011.303
     3.5178912,     0027.4292332,    00066.0913,      00079.274136, 0000046.3978
    96.984913,   000011.25029, 67.08042402, 0014.3551,  0041.8619
 00096.01,  0070.16161,  036.5358198,  035.735274, 00031.786923
 58.476598,  0050.4297492, 0043.241913,090.68416, 083.7997
   00009.2717,      41.406848,    069.8639183,  0034.658,    0077.73658
98.1608056,78.5834656,    022.20876348,    80.4796222,     0096.6818
    042.2145,0000086.4191,    41.3602612,     000037.6301,    020.7238
     0000096.564, 028.28916551,0022.2484,  047.118718, 19.19865571
0000023.371,66.38887483,   022.6855,    000033.206,0007.9656
0000085.633,      00057.61047,0060.099546,    12.44085136,029.44845
     10.73883,     000082.717, 73.5893704, 0046.717,    8.3326026
   22.982629,   36.8602025,     7.4086215,      0047.382215,   14.09622152
      00013.29438,     2.3557168, 80.6351041,    067.657274,      0035.7866398
  030.37985668,    00000048.044,      00080.546542,      00028.55286,0047.48469
      74.7900021,48.21195656,    000082.708,  0045.061,   0051.434423
51.58713836,39.642794,     0023.4756153,000072.592,    000002.82147
00040.469529,   84.9337681,  028.671738,   036.0847,      089.8956
      0000073.0599,     0078.374411,   0059.7633278,     71.70013706,079.0048
00094.786,    047.60475,    0060.564447,    00065.299628,     000015.3807
      31.5610857,      092.79969,    000097.291,    0098.570992,   19.94228552
    0009.59252,     54.4811339,038.47801,  000025.0714,    021.04657543
0024.1525261,    28.9073915,   0069.99377,25.9684972,75.67637491
    73.14269934,  33.7172188,    38.95493739,0000010.772,36.17163474
  0000099.112,   000048.699,  30.823778,    51.19456181,    00065.214231
     0050.5502,   00068.8636,      00023.469,    079.030331,  62.72136
    00060.646226,     0025.6346,  14.8219248,    035.590988, 0000032.352
 0000045.853,  008.2410446,      062.12549559,     0013.22784, 00000094.177
   000002.37594, 55.7063509,     0037.113688,  61.83767143,    02.169975
000011.5321,  047.0936,00003.4208, 17.67036044, 42.672601
0089.44579,      0048.13624,00000074.662,  0082.208, 25.448449
    56.05973291,  0040.634,007.945181, 29.62917,0044.550706
     6.631576407,    0086.5495, 88.23556368,   0019.010966, 000011.113
   020.50447824,15.7608081,   50.53924437, 0046.31085,  20.4671942
     95.37303347,   78.82953,     0000002.2058,   000078.4729,      00000037.395
30.42673695,    42.206799,     000038.1857,15.065973,   00070.95096
 61.592211,   00000028.791,000013.369, 029.038101, 000031.2508
      62.06203527,00065.25479,     0017.1234121,  057.19664,    007.3092
  00000045.687, 19.78898177,     86.7938293,07.336025963,     057.83695612
   85.5087494,   0040.813,   47.3732997,     086.3201,56.37009
0000076.881,  00000093.019, 0000086.2245,      03.980632377,   031.50834
     0052.837,    0000008.8091,      00050.8966,     40.4241224,    0007.4087374
  59.8856418,73.0298706, 0000090.7137,     0095.3926,   0078.1108327
   00000024.93,    094.6623,   077.45219,31.68675191, 00063.19012
      35.87730315,    010.71201,    00080.3363,      088.902901, 51.90140852
 79.5900827,     50.88607289, 048.4584078,  00000098.321, 088.927416
 37.99343579,      54.16590494,      015.20991,     0067.854,      82.971175
  96.5352528,   000064.726,    00084.3136,00065.82666,    000029.75274
      33.90697485,      1.089414, 022.82605902,0096.0261,   00016.9914
039.96715,74.450893, 00000088.8,     59.7104376,   74.49870752
  0000042.007,   61.45016439, 0000096.1787, 00052.59597,    75.47035
     075.68428906,     00023.676677,   97.31253782,  0095.9504,      000062.75599
  0016.1358778,    001.33828191,  29.5550564,0001.47478,35.081905
    0.3757105574,  0060.055,      0072.427,  00061.406857,   00000054.019
 078.87713271,    0052.58506,   00003.015678,     85.4169436, 0000071.228
    0059.12241,33.76240985,      00066.34164,     58.253829,  46.7765666
    00000097.753,  00080.6423, 006.43591,  00049.846,   0000044.154
    0034.383673,  0016.10515,   12.50164594,    00037.5918,    26.75248
072.4437, 000021.218,      000044.375, 098.2758897,59.95187
84.837139,025.55894,     41.04216,0037.21616,    13.08974
  45.527458,00031.877, 00084.713278, 0057.54134,     044.47396
   000039.31431,06.63137, 066.29842674,  011.9661,000057.509
      0009.3818994,   32.1355069,   46.92222555,   99.72696971,000071.3507
13.71112118,   0037.607,97.19729,   23.35473947,      11.93296605
     0000030.3707,      00000018.094, 97.8602295,      38.51886924, 092.638906
  000078.27253,      00046.2881, 49.988517,   00000029.153,    0000092.371
   013.71553034, 0000063.694,     86.3109523,62.97829901,      0020.5374392
  00074.721,   006.70637529,0043.292,    29.02799,  073.7540231
 0000075.0115,  00000066.298, 0024.0324,     0000031.544,  019.46975
    0077.482744,93.98194112,   07.298577, 00000026.046,     86.059779
  54.65893563,   000073.2113,  25.54563154,060.43471,      000002.86038
   000029.723,      0098.399,  000082.79453,     25.07373543, 00035.16124
     00000070.021,  017.9436123,  0026.319,   028.6767124, 86.61503704
      00035.792,     0000068.5425,   58.82005,   00020.906,   000021.7757
   46.344247,   0091.10018,     086.0744179,     76.8227364,  000081.52901
     000004.16365,    000096.08179,      0069.33581,  0083.226,    52.30727
 0026.50523,     068.13279,   0000067.8158,      90.01394732,      58.09049667
 00000015.401, 071.71275305,20.931545,    24.58835922,     27.4752403
     31.976048, 062.0585,    00041.51627,    98.01373008,     0000050.082
     03.6805334,   060.43997361,00079.7941,   00040.16232,   00075.19526
   00000017.046,  00085.09119,  000070.101,  0000000034.4,00048.9234
      032.5756463,      08.5057522,  19.4616635,  057.4108,  0000017.0029
   073.0979667, 055.36237,   038.62243727,      000012.1134, 25.85846513
    8.201253,      00019.104,     065.4079,   047.527061,  51.85785253
27.3191397,   00019.1084,   00068.50316,0054.122055,     12.63234
  00060.403,    000097.0737,    000040.451,     24.7455707,     66.8175288
  8.482706234,     067.12756,   041.5822,     29.80258398,000029.3272
93.78087158,   00084.511138, 29.05946673,     71.2896832,   0016.663946
090.72681,    65.5742588,  000031.3607,      0005.5916,   89.50753
00000024.275,     0094.31036,      22.2082475,  52.971495,   000030.495
  22.29371309, 0068.2383,  00038.48055,00019.4809,5.089762076
     00026.3326,0000092.2795,   072.8697,  0067.7444309, 65.543099
000018.7108,      00027.017204,   52.97372868,      14.8742578,      29.5355665
 084.92208,0021.856549,  24.3890581, 22.12496214,    0000014.298
 0000021.9854, 00077.674,00000071.136, 57.85955344,   0012.970356
 23.863905,  0000092.638,    58.0553621,      043.1367, 32.81892656
     099.4211,    0000079.089,49.77031955, 02.381649496,   00093.549
     00061.14452,0068.886,42.03237063,     00075.745489,93.5120843
      0036.03884,    0067.908,  0092.25135,    85.1508984,000047.17913
